matchId,round,timestamp,attacker,action,damage,target,hp_left
M0002,32,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,4,Hero Mage vs Enemy Warrior

M0002,33,Fri Feb 27 15:25:03 GMT+04:00 2026,Hero Mage,9,Enemy Warrior,30,Hero Mage vs Enemy Warrior

M0002,33,Fri Feb 27 15:25:03 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,0,Hero Mage vs Enemy Warrior

M0003,1,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,131,Hero Mage vs Enemy Warrior

M0003,1,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,8,Hero Mage,46,Hero Mage vs Enemy Warrior

M0003,2,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,129,Hero Mage vs Enemy Warrior

M0003,2,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,8,Hero Mage,38,Hero Mage vs Enemy Warrior

M0003,3,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,13,Enemy Warrior,116,Hero Mage vs Enemy Warrior

M0003,3,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,34,Hero Mage vs Enemy Warrior

M0003,4,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,13,Enemy Warrior,103,Hero Mage vs Enemy Warrior

M0003,4,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,30,Hero Mage vs Enemy Warrior

M0003,5,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,101,Hero Mage vs Enemy Warrior

M0003,5,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,8,Hero Mage,22,Hero Mage vs Enemy Warrior

M0003,6,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,99,Hero Mage vs Enemy Warrior

M0003,6,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,18,Hero Mage vs Enemy Warrior

M0003,7,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,97,Hero Mage vs Enemy Warrior

M0003,7,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,14,Hero Mage vs Enemy Warrior

M0003,8,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,95,Hero Mage vs Enemy Warrior

M0003,8,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,4,Hero Mage,10,Hero Mage vs Enemy Warrior

M0003,9,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,13,Enemy Warrior,82,Hero Mage vs Enemy Warrior

M0003,9,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,8,Hero Mage,2,Hero Mage vs Enemy Warrior

M0003,10,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Mage,2,Enemy Warrior,80,Hero Mage vs Enemy Warrior

M0003,10,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,2,Hero Mage,0,Hero Mage vs Enemy Warrior

M0004,1,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,8,Enemy Warrior,143,Hero Warrior vs Enemy Warrior

M0004,1,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,182,Hero Warrior vs Enemy Warrior

M0004,2,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,8,Enemy Warrior,135,Hero Warrior vs Enemy Warrior

M0004,2,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,7,Hero Warrior,175,Hero Warrior vs Enemy Warrior

M0004,3,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,8,Enemy Warrior,127,Hero Warrior vs Enemy Warrior

M0004,3,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,7,Hero Warrior,168,Hero Warrior vs Enemy Warrior

M0004,4,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,123,Hero Warrior vs Enemy Warrior

M0004,4,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,165,Hero Warrior vs Enemy Warrior

M0004,5,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,119,Hero Warrior vs Enemy Warrior

M0004,5,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,162,Hero Warrior vs Enemy Warrior

M0004,6,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,115,Hero Warrior vs Enemy Warrior

M0004,6,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,159,Hero Warrior vs Enemy Warrior

M0004,7,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,111,Hero Warrior vs Enemy Warrior

M0004,7,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,7,Hero Warrior,152,Hero Warrior vs Enemy Warrior

M0004,8,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,107,Hero Warrior vs Enemy Warrior

M0004,8,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,149,Hero Warrior vs Enemy Warrior

M0004,9,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,8,Enemy Warrior,99,Hero Warrior vs Enemy Warrior

M0004,9,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,146,Hero Warrior vs Enemy Warrior

M0004,10,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,95,Hero Warrior vs Enemy Warrior

M0004,10,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,7,Hero Warrior,139,Hero Warrior vs Enemy Warrior

M0004,11,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,91,Hero Warrior vs Enemy Warrior

M0004,11,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,7,Hero Warrior,132,Hero Warrior vs Enemy Warrior

M0004,12,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,87,Hero Warrior vs Enemy Warrior

M0004,12,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,129,Hero Warrior vs Enemy Warrior

M0004,13,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,83,Hero Warrior vs Enemy Warrior

M0004,13,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,7,Hero Warrior,122,Hero Warrior vs Enemy Warrior

M0004,14,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,79,Hero Warrior vs Enemy Warrior

M0004,14,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,119,Hero Warrior vs Enemy Warrior

M0004,15,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,8,Enemy Warrior,71,Hero Warrior vs Enemy Warrior

M0004,15,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,116,Hero Warrior vs Enemy Warrior

M0004,16,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,67,Hero Warrior vs Enemy Warrior

M0004,16,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,113,Hero Warrior vs Enemy Warrior

M0004,17,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,63,Hero Warrior vs Enemy Warrior

M0004,17,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,110,Hero Warrior vs Enemy Warrior

M0004,18,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,59,Hero Warrior vs Enemy Warrior

M0004,18,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,7,Hero Warrior,103,Hero Warrior vs Enemy Warrior

M0004,19,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,55,Hero Warrior vs Enemy Warrior

M0004,19,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,100,Hero Warrior vs Enemy Warrior

M0004,20,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,51,Hero Warrior vs Enemy Warrior

M0004,20,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,97,Hero Warrior vs Enemy Warrior

M0004,21,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,47,Hero Warrior vs Enemy Warrior

M0004,21,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,94,Hero Warrior vs Enemy Warrior

M0004,22,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,43,Hero Warrior vs Enemy Warrior

M0004,22,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,91,Hero Warrior vs Enemy Warrior

M0004,23,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,8,Enemy Warrior,35,Hero Warrior vs Enemy Warrior

M0004,23,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,7,Hero Warrior,84,Hero Warrior vs Enemy Warrior

M0004,24,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,31,Hero Warrior vs Enemy Warrior

M0004,24,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,0,Hero Warrior,84,Hero Warrior vs Enemy Warrior

M0004,25,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,27,Hero Warrior vs Enemy Warrior

M0004,25,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,81,Hero Warrior vs Enemy Warrior

M0004,26,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,23,Hero Warrior vs Enemy Warrior

M0004,26,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,78,Hero Warrior vs Enemy Warrior

M0004,27,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,8,Enemy Warrior,15,Hero Warrior vs Enemy Warrior

M0004,27,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,75,Hero Warrior vs Enemy Warrior

M0004,28,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,11,Hero Warrior vs Enemy Warrior

M0004,28,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,7,Hero Warrior,68,Hero Warrior vs Enemy Warrior

M0004,29,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,7,Hero Warrior vs Enemy Warrior

M0004,29,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,0,Hero Warrior,68,Hero Warrior vs Enemy Warrior

M0004,30,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,4,Enemy Warrior,3,Hero Warrior vs Enemy Warrior

M0004,30,Fri Feb 27 15:25:14 GMT+04:00 2026,Enemy Warrior,3,Hero Warrior,65,Hero Warrior vs Enemy Warrior

M0004,31,Fri Feb 27 15:25:14 GMT+04:00 2026,Hero Warrior,3,Enemy Warrior,0,Hero Warrior vs Enemy Warrior

M0005,1,Fri Feb 27 15:25:15 GMT+04:00 2026,Hero Mage,36,Enemy Mage,19,Hero Mage vs Enemy Mage

M0005,1,Fri Feb 27 15:25:15 GMT+04:00 2026,Enemy Mage,12,Hero Mage,79,Hero Mage vs Enemy Mage

M0005,2,Fri Feb 27 15:25:15 GMT+04:00 2026,Hero Mage,19,Enemy Mage,0,Hero Mage vs Enemy Mage

M0001,1,2026-02-27 15:27:49,Hero Mage,43,Enemy Warrior,130,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,1,2026-02-27 15:27:49,Enemy Warrior,3,Hero Mage,88,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,2,2026-02-27 15:27:49,Hero Mage,2,Enemy Warrior,128,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,2,2026-02-27 15:27:49,Enemy Warrior,1,Hero Mage,87,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,3,2026-02-27 15:27:49,Hero Mage,43,Enemy Warrior,85,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,3,2026-02-27 15:27:49,Enemy Warrior,1,Hero Mage,86,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,4,2026-02-27 15:27:49,Hero Mage,43,Enemy Warrior,42,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,4,2026-02-27 15:27:49,Enemy Warrior,1,Hero Mage,85,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,5,2026-02-27 15:27:49,Hero Mage,2,Enemy Warrior,40,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,5,2026-02-27 15:27:49,Enemy Warrior,1,Hero Mage,84,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,6,2026-02-27 15:27:49,Hero Mage,40,Enemy Warrior,0,"damage dealt","Hero Mage vs Enemy Warrior"
M0001,1,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",70,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,1,2026-02-27 15:34:03,"Enemy Mage",14,"Hero Warrior",168,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,2,2026-02-27 15:34:03,"Hero Warrior",5,"Enemy Mage",65,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,2,2026-02-27 15:34:03,"Enemy Mage",14,"Hero Warrior",154,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,3,2026-02-27 15:34:03,"Hero Warrior",5,"Enemy Mage",60,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,3,2026-02-27 15:34:03,"Enemy Mage",14,"Hero Warrior",140,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,4,2026-02-27 15:34:03,"Hero Warrior",5,"Enemy Mage",55,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,4,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",138,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,5,2026-02-27 15:34:03,"Hero Warrior",5,"Enemy Mage",50,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,5,2026-02-27 15:34:03,"Enemy Mage",14,"Hero Warrior",124,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,6,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",48,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,6,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",122,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,7,2026-02-27 15:34:03,"Hero Warrior",5,"Enemy Mage",43,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,7,2026-02-27 15:34:03,"Enemy Mage",14,"Hero Warrior",108,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,8,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",43,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,8,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",106,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,9,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",41,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,9,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",104,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,10,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",39,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,10,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",102,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,11,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",39,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,11,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",100,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,12,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",37,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,12,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",98,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,13,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",35,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,13,2026-02-27 15:34:03,"Enemy Mage",14,"Hero Warrior",84,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,14,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",35,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,14,2026-02-27 15:34:03,"Enemy Mage",0,"Hero Warrior",84,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,15,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",33,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,15,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",82,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,16,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",31,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,16,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",80,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,17,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",31,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,17,2026-02-27 15:34:03,"Enemy Mage",0,"Hero Warrior",80,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,18,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",29,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,18,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",78,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,19,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",27,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,19,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",76,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,20,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",27,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,20,2026-02-27 15:34:03,"Enemy Mage",0,"Hero Warrior",76,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,21,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",25,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,21,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",74,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,22,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",23,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,22,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",72,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,23,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",23,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,23,2026-02-27 15:34:03,"Enemy Mage",0,"Hero Warrior",72,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,24,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",21,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,24,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",70,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,25,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",19,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,25,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",68,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,26,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",19,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,26,2026-02-27 15:34:03,"Enemy Mage",0,"Hero Warrior",68,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,27,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",17,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,27,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",66,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,28,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",15,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,28,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",64,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,29,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",15,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,29,2026-02-27 15:34:03,"Enemy Mage",0,"Hero Warrior",64,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,30,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",13,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,30,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",62,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,31,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",11,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,31,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",60,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,32,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",11,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,32,2026-02-27 15:34:03,"Enemy Mage",0,"Hero Warrior",60,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,33,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",9,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,33,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",58,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,34,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",7,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,34,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",56,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,35,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",7,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,35,2026-02-27 15:34:03,"Enemy Mage",0,"Hero Warrior",56,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,36,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",5,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,36,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",54,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,37,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",3,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,37,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",52,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,38,2026-02-27 15:34:03,"Hero Warrior",0,"Enemy Mage",3,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,38,2026-02-27 15:34:03,"Enemy Mage",0,"Hero Warrior",52,"recover / no damage","Hero Warrior vs Enemy Mage"
M0001,39,2026-02-27 15:34:03,"Hero Warrior",2,"Enemy Mage",1,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,39,2026-02-27 15:34:03,"Enemy Mage",2,"Hero Warrior",50,"damage dealt","Hero Warrior vs Enemy Mage"
M0001,40,2026-02-27 15:34:03,"Hero Warrior",1,"Enemy Mage",0,"damage dealt","Hero Warrior vs Enemy Mage"
M0002,1,2026-02-27 15:34:15,"Hero Warrior",4,"Enemy Warrior",140,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,1,2026-02-27 15:34:15,"Enemy Warrior",0,"Hero Warrior",137,"recover / no damage","Hero Warrior vs Enemy Warrior"
M0002,2,2026-02-27 15:34:15,"Hero Warrior",4,"Enemy Warrior",136,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,2,2026-02-27 15:34:15,"Enemy Warrior",0,"Hero Warrior",137,"recover / no damage","Hero Warrior vs Enemy Warrior"
M0002,3,2026-02-27 15:34:15,"Hero Warrior",4,"Enemy Warrior",132,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,3,2026-02-27 15:34:15,"Enemy Warrior",0,"Hero Warrior",137,"recover / no damage","Hero Warrior vs Enemy Warrior"
M0002,4,2026-02-27 15:34:15,"Hero Warrior",4,"Enemy Warrior",128,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,4,2026-02-27 15:34:15,"Enemy Warrior",1,"Hero Warrior",136,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,5,2026-02-27 15:34:15,"Hero Warrior",8,"Enemy Warrior",120,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,5,2026-02-27 15:34:15,"Enemy Warrior",1,"Hero Warrior",135,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,6,2026-02-27 15:34:15,"Hero Warrior",4,"Enemy Warrior",116,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,6,2026-02-27 15:34:15,"Enemy Warrior",1,"Hero Warrior",134,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,7,2026-02-27 15:34:15,"Hero Warrior",8,"Enemy Warrior",108,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,7,2026-02-27 15:34:15,"Enemy Warrior",1,"Hero Warrior",133,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,8,2026-02-27 15:34:15,"Hero Warrior",4,"Enemy Warrior",104,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,8,2026-02-27 15:34:15,"Enemy Warrior",1,"Hero Warrior",132,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,9,2026-02-27 15:34:15,"Hero Warrior",8,"Enemy Warrior",96,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,9,2026-02-27 15:34:15,"Enemy Warrior",1,"Hero Warrior",131,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,10,2026-02-27 15:34:15,"Hero Warrior",4,"Enemy Warrior",92,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,10,2026-02-27 15:34:15,"Enemy Warrior",1,"Hero Warrior",130,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,11,2026-02-27 15:34:15,"Hero Warrior",4,"Enemy Warrior",88,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,11,2026-02-27 15:34:15,"Enemy Warrior",0,"Hero Warrior",130,"recover / no damage","Hero Warrior vs Enemy Warrior"
M0002,12,2026-02-27 15:34:15,"Hero Warrior",8,"Enemy Warrior",80,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,12,2026-02-27 15:34:15,"Enemy Warrior",1,"Hero Warrior",129,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,13,2026-02-27 15:34:15,"Hero Warrior",8,"Enemy Warrior",72,"damage dealt","Hero Warrior vs Enemy Warrior"
M0002,13,2026-02-27 15:34:15,"Enemy Warrior",0,"Hero Warrior",129,"recover / no damage","Hero Warrior vs Enemy Warrior"
